SoC,OCV,R0,R1,R2,C1,C2,Tau1,Tau2
0.83186,55.45316649290782,0.0390987782322711,0.0163743253244461,0.0078173730160425,3391.065006863957,71256.83219213157,55.52640161873571,557.0412371874397
0.83187,55.45326581493143,0.0390986046460544,0.016374308693599,0.0078172231565487,3391.088553428863,71258.8849627462,55.52673078117458,557.0466056406217
0.83188,55.45336513711961,0.0390984310776243,0.0163742920431803,0.0078170732908586,3391.112106385167,71260.93779939374,55.52705998111535,557.05197355318
0.83189,55.45346445947384,0.0390982575269832,0.0163742753731887,0.0078169234189727,3391.135665733407,71262.99070207016,55.52738921856052,557.057340925051
0.8319,55.453563781995605,0.0390980839941338,0.0163742586836227,0.0078167735408916,3391.1592314741247,71265.04367077153,55.527718493512594,557.0627077561712
0.83191,55.45366310468643,0.0390979104790785,0.016374241974481,0.0078166236566156,3391.182803607859,71267.0967054938,55.52804780597405,557.0680740464772
0.83192,55.45376242754776,0.0390977369818201,0.0163742252457622,0.0078164737661453,3391.20638213515,71269.14980623292,55.528377155947375,557.0734397959053
0.83193,55.453861750581126,0.0390975635023611,0.0163742084974649,0.0078163238694813,3391.2299670565394,71271.20297298502,55.528706543435085,557.0788050043923
0.83194,55.45396107378801,0.039097390040704,0.0163741917295879,0.007816173966624,3391.253558372567,71273.25620574599,55.52903596843966,557.0841696718744
0.83195,55.45406039716989,0.0390972165968514,0.0163741749421296,0.0078160240575738,3391.2771560837723,71275.30950451184,55.52936543096359,557.0895337982881
0.83196,55.45415972072827,0.0390970431708059,0.0163741581350888,0.0078158741423314,3391.300760190697,71277.36286927862,55.529694931009374,557.0948973835702
